config,model_type,physics_weight,n_physics_samples,runs,sample_count,feature_count,rmse_log_mean,mae_log_mean,r2_mean,rmse_orig_mean,mae_orig_mean
yf_only,gated,0.0,1000,1,308,5,0.2947944127413362,0.1820647031374885,0.9939255771839592,0.0063019685430507,0.0029256968758883
yf_only,gated,0.1,1000,1,308,5,0.274261470936117,0.1817680456181092,0.99473026197879,0.0062168742676711,0.0028669540343312
yf_only,gated,1.0,1000,1,308,5,0.2877457707680548,0.1883525063229539,0.9942149227387862,0.0072922815126923,0.0035037126218443
yf_only,gated,5.0,1000,1,308,5,0.3352448769168207,0.2063842625399908,0.9921727280877076,0.006834201264727,0.0032620019967046
yf_only,gated,10.0,1000,1,308,5,0.3367647468638885,0.2049585446081662,0.992041074664203,0.0063444051913843155,0.003215612411053587
